seq,tx_ts,rx_ts,latency_ns
9492,1763689458573703865,1763689458573624200,-79665
9493,1763689458574764552,1763689458574684378,-80174
9494,1763689458575824295,1763689458575745038,-79257
9495,1763689458576884074,1763689458576804290,-79784
9496,1763689458577943743,1763689458577863894,-79849
9497,1763689458579004597,1763689458578925721,-78876
9498,1763689458580064247,1763689458579985491,-78756
9499,1763689458581123860,1763689458581043984,-79876
9500,1763689458582183528,1763689458582103792,-79736
9501,1763689458583244345,1763689458583164303,-80042
9502,1763689458584304087,1763689458584224352,-79735
9503,1763689458585363256,1763689458585283308,-79948
9504,1763689458586423961,1763689458586345171,-78790
9505,1763689458587483815,1763689458587405812,-78003
9506,1763689458588543558,1763689458588463361,-80197
9507,1763689458589603282,1763689458589523372,-79910
9508,1763689458590663932,1763689458590583846,-80086
9509,1763689458591723786,1763689458591644765,-79021
9510,1763689458592783473,1763689458592704573,-78900
9511,1763689458593843104,1763689458593763325,-79779
9512,1763689458594903902,1763689458594824596,-79306
9513,1763689458595963663,1763689458595885256,-78407
9514,1763689458597023424,1763689458596943304,-80120
9515,1763689458598082963,1763689458598003390,-79573
9516,1763689458599143873,1763689458599063845,-80028
9517,1763689458600203652,1763689458600124561,-79091
9518,1763689458601263395,1763689458601183572,-79823
9519,1763689458602323082,1763689458602243158,-79924
9520,1763689458603383732,1763689458603305354,-78378
9521,1763689458604443530,1763689458604363514,-80016
9522,1763689458605503143,1763689458605423136,-80007
9523,1763689458606563774,1763689458606485518,-78256
9524,1763689458607623554,1763689458607545326,-78228
9525,1763689458608683315,1763689458608602967,-80348
9526,1763689458609743021,1763689458609662812,-80209
9527,1763689458610803745,1763689458610723601,-80144
9528,1763689458611863413,1763689458611784464,-78949
9529,1763689458612923082,1763689458612842772,-80310
9530,1763689458613982713,1763689458613902672,-80041
9531,1763689458615043345,1763689458614963832,-79513
9532,1763689458616103180,1763689458616024232,-78948
9533,1763689458617162941,1763689458617082966,-79975
9534,1763689458618222628,1763689458618142459,-80169
9535,1763689458619283315,1763689458619204637,-78678
9536,1763689458620343076,1763689458620264463,-78613
9537,1763689458621402763,1763689458621322808,-79955
9538,1763689458622463450,1763689458622383412,-80038
9539,1763689458623523212,1763689458623444424,-78788
9540,1763689458624582880,1763689458624503250,-79630
9541,1763689458625642567,1763689458625562372,-80195
9542,1763689458626703421,1763689458626623384,-80037
9543,1763689458627763201,1763689458627684173,-79028
9544,1763689458628822980,1763689458628743333,-79647
9545,1763689458629882815,1763689458629803011,-79804
9546,1763689458630943521,1763689458630863782,-79739
9547,1763689458632003338,1763689458631924849,-78489
9548,1763689458633063043,1763689458632982990,-80053
9549,1763689458634122730,1763689458634043538,-79192
9550,1763689458635183454,1763689458635103550,-79904
9551,1763689458636242752,1763689458636163894,-78858
9552,1763689458637302625,1763689458637223721,-78904
9553,1763689458638362256,1763689458638282362,-79894
9554,1763689458639422165,1763689458639344262,-77903
9555,1763689458640482001,1763689458640401848,-80153
9556,1763689458641541743,1763689458641461396,-80347
9557,1763689458642602523,1763689458642523296,-79227
9558,1763689458643662339,1763689458643583937,-78402
9559,1763689458644722156,1763689458644642060,-80096
9560,1763689458645781880,1763689458645701720,-80160
9561,1763689458646842641,1763689458646763046,-79595
9562,1763689458647902551,1763689458647825094,-77457
9563,1763689458648962330,1763689458648882254,-80076
9564,1763689458650022054,1763689458649941784,-80270
9565,1763689458651082686,1763689458651002721,-79965
9566,1763689458652142558,1763689458652063844,-78714
9567,1763689458653202338,1763689458653122133,-80205
9568,1763689458654262062,1763689458654181848,-80214
9569,1763689458655322767,1763689458655244508,-78259
9570,1763689458656382417,1763689458656302927,-79490
9571,1763689458657442178,1763689458657362086,-80092
9572,1763689458658502810,1763689458658423042,-79768
9573,1763689458659562645,1763689458659483665,-78980
9574,1763689458660622332,1763689458660542195,-80137
9575,1763689458661682001,1763689458661603151,-78850
9576,1763689458662742799,1763689458662662792,-80007
9577,1763689458663802616,1763689458663723655,-78961
9578,1763689458664862303,1763689458664782481,-79822
9579,1763689458665921953,1763689458665841808,-80145
9580,1763689458666982528,1763689458666902560,-79968
9581,1763689458668042364,1763689458667963553,-78811
9582,1763689458669102051,1763689458669021694,-80357
9583,1763689458670161719,1763689458670081927,-79792
9584,1763689458671222369,1763689458671142513,-79856
9585,1763689458672282075,1763689458672203024,-79051
9586,1763689458673341595,1763689458673261314,-80281
9587,1763689458674402467,1763689458674322807,-79660
9588,1763689458675462136,1763689458675384114,-78022
9589,1763689458676521953,1763689458676442274,-79679
9590,1763689458677581658,1763689458677501804,-79854
9591,1763689458678642327,1763689458678562371,-79956
9592,1763689458679701921,1763689458679623197,-78724
9593,1763689458680761682,1763689458680681783,-79899
9594,1763689458681821332,1763689458681741202,-80130
9595,1763689458682882038,1763689458682803176,-78862
9596,1763689458683941854,1763689458683863502,-78352
9597,1763689458685001449,1763689458684919588,-81861
9598,1763689458686061229,1763689458685979229,-82000
9599,1763689458687121564,1763689458687039685,-81879
9600,1763689458688181343,1763689458688102048,-79295
9601,1763689458689241086,1763689458689162319,-78767
9602,1763689458690300755,1763689458690220626,-80129
9603,1763689458691361405,1763689458691283138,-78267
9604,1763689458692421258,1763689458692340816,-80442
9605,1763689458693480927,1763689458693401383,-79544
9606,1763689458694541688,1763689458694462246,-79442
9607,1763689458695601523,1763689458695522813,-78710
9608,1763689458696661284,1763689458696581195,-80089
9609,1763689458697720953,1763689458697641633,-79320
9610,1763689458698781584,1763689458698701885,-79699
9611,1763689458699841308,1763689458699762563,-78745
9612,1763689458700900921,1763689458700820797,-80124
9613,1763689458701960571,1763689458701880771,-79800
9614,1763689458703021314,1763689458702942745,-78569
9615,1763689458704081056,1763689458704002812,-78244
9616,1763689458705140725,1763689458705060768,-79957
9617,1763689458706200319,1763689458706121020,-79299
9618,1763689458707261099,1763689458707182199,-78900
9619,1763689458708320990,1763689458708241006,-79984
9620,1763689458709380732,1763689458709300462,-80270
9621,1763689458710441531,1763689458710361492,-80039
9622,1763689458711501162,1763689458711422985,-78177
9623,1763689458712560831,1763689458712480756,-80075
9624,1763689458713620481,1763689458713540267,-80214
9625,1763689458714681186,1763689458714601371,-79815
9626,1763689458715741058,1763689458715662531,-78527
9627,1763689458716800838,1763689458716721561,-79277
9628,1763689458717860469,1763689458717780109,-80360
9629,1763689458718921268,1763689458718841232,-80036
9630,1763689458719981103,1763689458719901929,-79174
9631,1763689458721040790,1763689458720962107,-78683
9632,1763689458722100514,1763689458722020451,-80063
9633,1763689458723161238,1763689458723081370,-79868
9634,1763689458724221055,1763689458724142048,-79007
9635,1763689458725280797,1763689458725201097,-79700
9636,1763689458726340410,1763689458726259960,-80450
9637,1763689458727401097,1763689458727322212,-78885
9638,1763689458728460914,1763689458728381391,-79523
9639,1763689458729520582,1763689458729440846,-79736
9640,1763689458730581195,1763689458730502136,-79059
9641,1763689458731640957,1763689458731562092,-78865
9642,1763689458732700588,1763689458732620844,-79744
9643,1763689458733760238,1763689458733680152,-80086
9644,1763689458734820129,1763689458734740052,-80077
9645,1763689458735879797,1763689458735801100,-78697
9646,1763689458736939447,1763689458736859649,-79798
9647,1763689458737998634,1763689458737918827,-79807
9648,1763689458739059395,1763689458738980135,-79260
9649,1763689458740119212,1763689458740040572,-78640
9650,1763689458741178955,1763689458741099084,-79871
9651,1763689458742238660,1763689458742158465,-80195
9652,1763689458743299310,1763689458743220440,-78870
9653,1763689458744359053,1763689458744279877,-79176
9654,1763689458745418814,1763689458745339000,-79814
9655,1763689458746479464,1763689458746399733,-79731
9656,1763689458747539336,1763689458747460782,-78554
9657,1763689458748599171,1763689458748519219,-79952
9658,1763689458749658784,1763689458749579268,-79516
9659,1763689458750719453,1763689458750639816,-79637
9660,1763689458751779177,1763689458751700365,-78812
9661,1763689458752838790,1763689458752759654,-79136
9662,1763689458753898273,1763689458753818202,-80071
9663,1763689458754958997,1763689458754879269,-79728
9664,1763689458756018777,1763689458755939818,-78959
9665,1763689458757078427,1763689458756998089,-80338
9666,1763689458758138133,1763689458758058896,-79237
9667,1763689458759198764,1763689458759118852,-79912
9668,1763689458760258470,1763689458760179456,-79014
9669,1763689458761318120,1763689458761237838,-80282
9670,1763689458762386862,1763689458762307998,-78864
9671,1763689458763447012,1763689458763368083,-78929
9672,1763689458764506885,1763689458764426946,-79939
9673,1763689458765566720,1763689458765487106,-79614
9674,1763689458766627518,1763689458766548692,-78826
9675,1763689458767687242,1763689458767608314,-78928
9676,1763689458768747022,1763689458768666826,-80196
9677,1763689458769806801,1763689458769726356,-80445
9678,1763689458770867525,1763689458770787497,-80028
9679,1763689458771927305,1763689458771849249,-78056
9680,1763689458772987010,1763689458772906816,-80194
9681,1763689458774046772,1763689458773966475,-80297
9682,1763689458775107551,1763689458775027413,-80138
9683,1763689458776166053,1763689458776086924,-79129
9684,1763689458777224407,1763689458777144436,-79971
9685,1763689458778282816,1763689458778202281,-80535
9686,1763689458779342818,1763689458779266051,-76767
9687,1763689458780402561,1763689458780323229,-79332
9688,1763689458781462248,1763689458781382259,-79989
9689,1763689458782523009,1763689458782443234,-79775
9690,1763689458783582788,1763689458783504097,-78691
9691,1763689458784642531,1763689458784562553,-79978
9692,1763689458785702292,1763689458785623064,-79228
9693,1763689458786762961,1763689458786682946,-80015
9694,1763689458787822648,1763689458787744106,-78542
9695,1763689458788881927,1763689458788802080,-79847
9696,1763689458789941688,1763689458789861444,-80244
9697,1763689458791002468,1763689458790922696,-79772
9698,1763689458792062377,1763689458791983744,-78633
9699,1763689458793122083,1763689458793041885,-80198
9700,1763689458794181844,1763689458794101860,-79984
9701,1763689458795242679,1763689458795162964,-79715
9702,1763689458796302477,1763689458796223531,-78946
9703,1763689458797362220,1763689458797282264,-79956
9704,1763689458798423092,1763689458798343257,-79835
9705,1763689458799482853,1763689458799404861,-77992
9706,1763689458800542522,1763689458800462762,-79760
9707,1763689458801602283,1763689458801522514,-79769
9708,1763689458802663025,1763689458802583377,-79648
9709,1763689458803722805,1763689458803643852,-78953
9710,1763689458804782548,1763689458804703715,-78833
9711,1763689458805842253,1763689458805762671,-79582
9712,1763689458806903051,1763689458806823386,-79665
9713,1763689458807962831,1763689458807884231,-78600
9714,1763689458809022407,1763689458808942890,-79517
9715,1763689458810082094,1763689458810002161,-79933
9716,1763689458811142818,1763689458811062987,-79831
9717,1763689458812202598,1763689458812123684,-78914
9718,1763689458813262322,1763689458813182918,-79404
9719,1763689458814322009,1763689458814241744,-80265
9720,1763689458815382844,1763689458815304292,-78552
9721,1763689458816442550,1763689458816362452,-80098
9722,1763689458817502348,1763689458817422371,-79977
9723,1763689458818563090,1763689458818483512,-79578
9724,1763689458819622925,1763689458819544135,-78790
9725,1763689458820682576,1763689458820602479,-80097
9726,1763689458821742226,1763689458821662491,-79735
9727,1763689458822803079,1763689458822723743,-79336
9728,1763689458823862766,1763689458823783662,-79104
9729,1763689458824922509,1763689458824842618,-79891
9730,1763689458825982159,1763689458825902203,-79956
9731,1763689458827042957,1763689458826963918,-79039
9732,1763689458828102607,1763689458828023559,-79048
9733,1763689458829162350,1763689458829082126,-80224
9734,1763689458830221944,1763689458830141582,-80362
9735,1763689458831282742,1763689458831204038,-78704
9736,1763689458832342522,1763689458832262290,-80232
9737,1763689458833402209,1763689458833321987,-80222
9738,1763689458834462970,1763689458834383073,-79897
9739,1763689458835522731,1763689458835444269,-78462
9740,1763689458836582492,1763689458836502429,-80063
9741,1763689458837642272,1763689458837562459,-79813
9742,1763689458838703033,1763689458838623174,-79859
9743,1763689458839762313,1763689458839684000,-78313
9744,1763689458840822037,1763689458840742641,-79396
9745,1763689458841881798,1763689458841801079,-80719
9746,1763689458842942503,1763689458842862535,-79968
9747,1763689458844002450,1763689458843923453,-78997
9748,1763689458845061989,1763689458844981243,-80746
9749,1763689458846121731,1763689458846041662,-80069
9750,1763689458847182400,1763689458847102488,-79912
9751,1763689458848242105,1763689458848163129,-78976
9752,1763689458849301811,1763689458849222270,-79541
9753,1763689458850361461,1763689458850281874,-79587
9754,1763689458851421259,1763689458851343108,-78151
9755,1763689458852481131,1763689458852401360,-79771
9756,1763689458853540911,1763689458853460890,-80021
9757,1763689458854601579,1763689458854522938,-78641
9758,1763689458855661452,1763689458855582450,-79002
9759,1763689458856721065,1763689458856641443,-79622
9760,1763689458857780844,1763689458857700639,-80205
9761,1763689458858841679,1763689458858761540,-80139
9762,1763689458859901478,1763689458859822459,-79019
9763,1763689458860961239,1763689458860880951,-80288
9764,1763689458862020963,1763689458861940444,-80519
9765,1763689458863081724,1763689458863002085,-79639
9766,1763689458864141596,1763689458864062634,-78962
9767,1763689458865201302,1763689458865121090,-80212
9768,1763689458866260952,1763689458866180731,-80221
9769,1763689458867321750,1763689458867242798,-78952
9770,1763689458868381529,1763689458868302328,-79201
9771,1763689458869441216,1763689458869361450,-79766
9772,1763689458870501996,1763689458870422369,-79627
9773,1763689458871561665,1763689458871482936,-78729
9774,1763689458872621222,1763689458872541114,-80108
9775,1763689458873680798,1763689458873600681,-80117
9776,1763689458874741485,1763689458874662878,-78607
9777,1763689458875801302,1763689458875722482,-78820
9778,1763689458876861026,1763689458876781197,-79829
9779,1763689458877920694,1763689458877840449,-80245
9780,1763689458878981511,1763689458878901887,-79624
9781,1763689458880041217,1763689458879962417,-78800
9782,1763689458881100941,1763689458881020836,-80105
9783,1763689458882160702,1763689458882081643,-79059
9784,1763689458883221333,1763689458883141655,-79678
9785,1763689458884281150,1763689458884202481,-78669
9786,1763689458885340967,1763689458885260622,-80345
9787,1763689458886401580,1763689458886321615,-79965
9788,1763689458887461433,1763689458887382238,-79195
9789,1763689458888521157,1763689458888441879,-79278
9790,1763689458889580844,1763689458889500964,-79880
9791,1763689458890641198,1763689458890561679,-79519
9792,1763689458891700959,1763689458891621987,-78972
9793,1763689458892760720,1763689458892680554,-80166
9794,1763689458893820407,1763689458893739955,-80452
9795,1763689458894881076,1763689458894801170,-79906
9796,1763689458895940744,1763689458895862755,-77989
9797,1763689458897000468,1763689458896920507,-79961
9798,1763689458898060155,1763689458897980297,-79858
9799,1763689458899120805,1763689458899041790,-79015
9800,1763689458900180511,1763689458900101949,-78562
9801,1763689458901240254,1763689458901160238,-80016
9802,1763689458902299811,1763689458902219268,-80543
9803,1763689458903360443,1763689458903281576,-78867
9804,1763689458904419018,1763689458904339328,-79690
9805,1763689458905477446,1763689458905397469,-79977
9806,1763689458906537541,1763689458906458425,-79116
9807,1763689458907597320,1763689458907518363,-78957
9808,1763689458908657156,1763689458908577430,-79726
9809,1763689458909716824,1763689458909637404,-79420
9810,1763689458910777678,1763689458910697656,-80022
9811,1763689458911837420,1763689458911758297,-79123
9812,1763689458912897052,1763689458912817031,-80021
9813,1763689458913956739,1763689458913876617,-80122
9814,1763689458915017500,1763689458914937591,-79909
9815,1763689458916077243,1763689458915998065,-79178
9816,1763689458917137004,1763689458917056651,-80353
9817,1763689458918196691,1763689458918116922,-79769
9818,1763689458919257526,1763689458919179174,-78352
9819,1763689458920317361,1763689458920237426,-79935
9820,1763689458921377030,1763689458921296863,-80167
9821,1763689458922437587,1763689458922357653,-79934
9822,1763689458923497422,1763689458923420090,-77332
9823,1763689458924557202,1763689458924477250,-79952
9824,1763689458925616815,1763689458925536705,-80110
9825,1763689458926677557,1763689458926597476,-80081
9826,1763689458927737319,1763689458927658339,-78980
9827,1763689458928796969,1763689458928716925,-80044
9828,1763689458929856730,1763689458929776455,-80275
9829,1763689458930917454,1763689458930837392,-80062
9830,1763689458931977345,1763689458931898682,-78663
9831,1763689458933037087,1763689458932956841,-80246
9832,1763689458934096774,1763689458934016390,-80384
9833,1763689458935157646,1763689458935077586,-80060
9834,1763689458936217556,1763689458936138968,-78588
9835,1763689458937277187,1763689458937198183,-79004
9836,1763689458938336985,1763689458938256824,-80161
9837,1763689458939397617,1763689458939318928,-78689
9838,1763689458940457470,1763689458940377736,-79734
9839,1763689458941516750,1763689458941436766,-79984
9840,1763689458942577548,1763689458942497592,-79956
9841,1763689458943637272,1763689458943558400,-78872
9842,1763689458944697200,1763689458944617208,-79992
9843,1763689458945756832,1763689458945676905,-79927
9844,1763689458946817667,1763689458946737546,-80121
9845,1763689458947877391,1763689458947798816,-78575
9846,1763689458948937171,1763689458948857013,-80158
9847,1763689458949996802,1763689458949916580,-80222
9848,1763689458951057489,1763689458950978425,-79064
9849,1763689458952117213,1763689458952038658,-78555
9850,1763689458953176808,1763689458953096799,-80009
9851,1763689458954236495,1763689458954156218,-80277
9852,1763689458955297293,1763689458955218489,-78804
9853,1763689458956356980,1763689458956277112,-79868
9854,1763689458957416556,1763689458957336308,-80248
9855,1763689458958477261,1763689458958397338,-79923
9856,1763689458959537022,1763689458959458590,-78432
9857,1763689458960596728,1763689458960516620,-80108
9858,1763689458961656359,1763689458961576039,-80320
9859,1763689458962717121,1763689458962637125,-79996
9860,1763689458963777067,1763689458963698377,-78690
9861,1763689458964836698,1763689458964757203,-79495
9862,1763689458965896478,1763689458965816141,-80337
9863,1763689458966957258,1763689458966877263,-79995
9864,1763689458968017037,1763689458967937904,-79133
9865,1763689458969076743,1763689458968996934,-79809
9866,1763689458970136485,1763689458970056390,-80095
9867,1763689458971197210,1763689458971118568,-78642
9868,1763689458972257137,1763689458972179746,-77391
9869,1763689458973316935,1763689458973236647,-80288
9870,1763689458974384752,1763689458974303640,-81112
9871,1763689458975444939,1763689458975365392,-79547
9872,1763689458976504793,1763689458976424792,-80001
9873,1763689458977564591,1763689458977484915,-79676
9874,1763689458978625352,1763689458978546408,-78944
9875,1763689458979685187,1763689458979606401,-78786
9876,1763689458980744819,1763689458980664819,-80000
9877,1763689458981804561,1763689458981724831,-79730
9878,1763689458982865193,1763689458982785268,-79925
9879,1763689458983924954,1763689458983845557,-79397
9880,1763689458984984734,1763689458984904439,-80295
9881,1763689458986044532,1763689458985964358,-80174
9882,1763689458987105274,1763689458987025925,-79349
9883,1763689458988165073,1763689458988086455,-78618
9884,1763689458989224815,1763689458989144837,-79978
9885,1763689458990284539,1763689458990204293,-80246
9886,1763689458991345411,1763689458991267101,-78310
9887,1763689458992404802,1763689458992325519,-79283
9888,1763689458993464545,1763689458993384438,-80107
9889,1763689458994525306,1763689458994445302,-80004
9890,1763689458995585030,1763689458995505998,-79032
9891,1763689458996644791,1763689458996564899,-79892
9892,1763689458997704571,1763689458997624132,-80439
9893,1763689458998765202,1763689458998685496,-79706
9894,1763689458999825019,1763689458999746063,-78956
9895,1763689459000884836,1763689459000805111,-79725
9896,1763689459001944689,1763689459001864604,-80085
9897,1763689459003005654,1763689459002926078,-79576
9898,1763689459004065582,1763689459003987812,-77770
9899,1763689459005125306,1763689459005045342,-79964
9900,1763689459006185012,1763689459006105983,-79029
9901,1763689459007245773,1763689459007166143,-79630
9902,1763689459008305608,1763689459008226673,-78935
9903,1763689459009365406,1763689459009285295,-80111
9904,1763689459010426093,1763689459010346010,-80083
9905,1763689459011485836,1763689459011406948,-78888
9906,1763689459012545541,1763689459012465626,-79915
9907,1763689459013605284,1763689459013525304,-79980
9908,1763689459014666082,1763689459014586871,-79211
9909,1763689459015725825,1763689459015646938,-78887
9910,1763689459016785641,1763689459016705838,-79803
9911,1763689459017845254,1763689459017765405,-79849
9912,1763689459018905997,1763689459018826213,-79784
9913,1763689459019965684,1763689459019887669,-78015
9914,1763689459021025371,1763689459020945699,-79672
9915,1763689459022085225,1763689459022005377,-79848
9916,1763689459023145893,1763689459023066000,-79893
9917,1763689459024205691,1763689459024126826,-78865
9918,1763689459025265397,1763689459025185485,-79912
9919,1763689459026325028,1763689459026244849,-80179
9920,1763689459027385641,1763689459027306638,-79003
9921,1763689459028445291,1763689459028365779,-79512
9922,1763689459029505052,1763689459029424605,-80447
9923,1763689459030565795,1763689459030485728,-80067
9924,1763689459031625538,1763689459031546406,-79132
9925,1763689459032685169,1763689459032605269,-79900
9926,1763689459033744893,1763689459033665466,-79427
9927,1763689459034805636,1763689459034725644,-79992
9928,1763689459035865564,1763689459035786656,-78908
9929,1763689459036925251,1763689459036845000,-80251
9930,1763689459037984919,1763689459037904993,-79926
9931,1763689459039045588,1763689459038965820,-79768
9932,1763689459040105275,1763689459040026461,-78814
9933,1763689459041164869,1763689459041084787,-80082
9934,1763689459042224538,1763689459042144946,-79592
9935,1763689459043284780,1763689459043206217,-78563
9936,1763689459044344615,1763689459044264562,-80053
9937,1763689459045404080,1763689459045324036,-80044
9938,1763689459046464860,1763689459046384677,-80183
9939,1763689459047524621,1763689459047446967,-77654
9940,1763689459048584364,1763689459048503830,-80534
9941,1763689459049644014,1763689459049563953,-80061
9942,1763689459050704664,1763689459050624668,-79996
9943,1763689459051764480,1763689459051685642,-78838
9944,1763689459052824075,1763689459052743894,-80181
9945,1763689459053883743,1763689459053803535,-80208
9946,1763689459054944338,1763689459054865676,-78662
9947,1763689459056004154,1763689459055926188,-77966
9948,1763689459057063804,1763689459056984440,-79364
9949,1763689459058123547,1763689459058043526,-80021
9950,1763689459059184197,1763689459059104759,-79438
9951,1763689459060243995,1763689459060165067,-78928
9952,1763689459061303590,1763689459061224282,-79308
9953,1763689459062363277,1763689459062283331,-79946
9954,1763689459063421816,1763689459063343805,-78011
9955,1763689459064480280,1763689459064400168,-80112
9956,1763689459065538616,1763689459065458328,-80288
9957,1763689459066598080,1763689459066519821,-78259
9958,1763689459067657934,1763689459067579314,-78620
9959,1763689459068717621,1763689459068637418,-80203
9960,1763689459069777271,1763689459069697874,-79397
9961,1763689459070838143,1763689459070758070,-80073
9962,1763689459071897979,1763689459071818712,-79267
9963,1763689459072957758,1763689459072877593,-80165
9964,1763689459074017482,1763689459073937420,-80062
9965,1763689459075078188,1763689459074999153,-79035
9966,1763689459076137967,1763689459076058776,-79191
9967,1763689459077197803,1763689459077118010,-79793
9968,1763689459078257508,1763689459078177095,-80413
9969,1763689459079318158,1763689459079239366,-78792
9970,1763689459080377975,1763689459080297914,-80061
9971,1763689459081437717,1763689459081357370,-80347
9972,1763689459082498516,1763689459082418622,-79894
9973,1763689459083558425,1763689459083480097,-78328
9974,1763689459084618205,1763689459084538349,-79856
9975,1763689459085677892,1763689459085597583,-80309
9976,1763689459086738653,1763689459086658501,-80152
9977,1763689459087798488,1763689459087719568,-78920
9978,1763689459088858119,1763689459088778821,-79298
9979,1763689459089917843,1763689459089837536,-80307
9980,1763689459090978679,1763689459090898603,-80076
9981,1763689459092038495,1763689459091959577,-78918
9982,1763689459093098275,1763689459093017885,-80390
9983,1763689459094157480,1763689459094078008,-79472
9984,1763689459095218390,1763689459095138612,-79778
9985,1763689459096278206,1763689459096199419,-78787
9986,1763689459097337838,1763689459097258190,-79648
9987,1763689459098398636,1763689459098319090,-79546
9988,1763689459099458471,1763689459099379546,-78925
9989,1763689459100518158,1763689459100438002,-80156
9990,1763689459101577864,1763689459101498051,-79813
9991,1763689459102638643,1763689459102559488,-79155
9992,1763689459103698386,1763689459103619537,-78849
9993,1763689459104758129,1763689459104677918,-80211
9994,1763689459105817742,1763689459105737504,-80238
9995,1763689459106878484,1763689459106798812,-79672
9996,1763689459107938264,1763689459107859453,-78811
9997,1763689459108997988,1763689459108917779,-80209
9998,1763689459110057601,1763689459109977142,-80459
9999,1763689459111118418,1763689459111039135,-79283
10000,1763689459112178216,1763689459112099461,-78755
10001,1763689459113237958,1763689459113158973,-78985
10002,1763689459114297645,1763689459114219021,-78624
10003,1763689459115358221,1763689459115280070,-78151
10004,1763689459116418057,1763689459116338211,-79846
10005,1763689459117477818,1763689459117397648,-80170
10006,1763689459118538542,1763689459118458956,-79586
10007,1763689459119598303,1763689459119519486,-78817
10008,1763689459120658064,1763689459120577960,-80104
10009,1763689459121717714,1763689459121637583,-80131
10010,1763689459122778475,1763689459122698983,-79492
10011,1763689459123838218,1763689459123759273,-78945
10012,1763689459124897960,1763689459124817469,-80491
10013,1763689459125957555,1763689459125877333,-80222
10014,1763689459127018371,1763689459126938437,-79934
10015,1763689459128078058,1763689459128000263,-77795
10016,1763689459129137783,1763689459129057645,-80138
10017,1763689459130197414,1763689459130117601,-79813
10018,1763689459131258194,1763689459131179260,-78934
10019,1763689459132317992,1763689459132237920,-80072
10020,1763689459133377753,1763689459133297635,-80118
10021,1763689459134438495,1763689459134358665,-79830
10022,1763689459135498294,1763689459135419324,-78970
10023,1763689459136557962,1763689459136479021,-78941
10024,1763689459137617668,1763689459137537755,-79913
10025,1763689459138678410,1763689459138599785,-78625
10026,1763689459139738264,1763689459139659648,-78616
10027,1763689459140797970,1763689459140717993,-79977
10028,1763689459141857675,1763689459141778449,-79226
10029,1763689459142918436,1763689459142838942,-79494
10030,1763689459143978271,1763689459143899546,-78725
10031,1763689459145037625,1763689459144957520,-80105
10032,1763689459146097109,1763689459146016883,-80226
10033,1763689459147157777,1763689459147078099,-79678
10034,1763689459148217520,1763689459148138703,-78817
10035,1763689459149277040,1763689459149196770,-80270
10036,1763689459150336746,1763689459150256892,-79854
10037,1763689459151397396,1763689459151319274,-78122
10038,1763689459152457249,1763689459152377656,-79593
10039,1763689459153516992,1763689459153437297,-79695
10040,1763689459154577790,1763689459154498364,-79426
10041,1763689459155637551,1763689459155559746,-77805
10042,1763689459156697275,1763689459156617739,-79536
10043,1763689459157756962,1763689459157676787,-80175
10044,1763689459158817779,1763689459158737965,-79814
10045,1763689459159877559,1763689459159798662,-78897
10046,1763689459160937246,1763689459160857099,-80147
10047,1763689459161997007,1763689459161916907,-80100
10048,1763689459163057657,1763689459162978715,-78942
10049,1763689459164117492,1763689459164039004,-78488
10050,1763689459165177197,1763689459165096904,-80293
10051,1763689459166236866,1763689459166157064,-79802
10052,1763689459167297683,1763689459167219261,-78422
10053,1763689459168357444,1763689459168277457,-79987
10054,1763689459169417131,1763689459169338376,-78755
10055,1763689459170477818,1763689459170397980,-79838
10056,1763689459171537616,1763689459171458714,-78902
10057,1763689459172597248,1763689459172517022,-80226
10058,1763689459173657009,1763689459173577163,-79846
10059,1763689459174717696,1763689459174637785,-79911
10060,1763689459175777531,1763689459175698611,-78920
10061,1763689459176837311,1763689459176757049,-80262
10062,1763689459177896961,1763689459177817727,-79234
10063,1763689459178957722,1763689459178878109,-79613
10064,1763689459180017390,1763689459179938787,-78603
10065,1763689459181076966,1763689459180996965,-80001
10066,1763689459182136616,1763689459182056736,-79880
10067,1763689459183197451,1763689459183118432,-79019
10068,1763689459184257138,1763689459184178073,-79065
10069,1763689459185316807,1763689459185236677,-80130
10070,1763689459186386179,1763689459186306874,-79305
10071,1763689459187446403,1763689459187367423,-78980
10072,1763689459188506090,1763689459188425915,-80175
10073,1763689459189565759,1763689459189485575,-80184
10074,1763689459190626612,1763689459190546661,-79951
10075,1763689459191686466,1763689459191608098,-78368
10076,1763689459192746264,1763689459192666628,-79636
10077,1763689459193806007,1763689459193725917,-80090
10078,1763689459194866805,1763689459194786947,-79858
10079,1763689459195926085,1763689459195847533,-78552
10080,1763689459196985809,1763689459196906803,-79006
10081,1763689459198045403,1763689459197965352,-80051
10082,1763689459199106183,1763689459199026271,-79912
10083,1763689459200166000,1763689459200086949,-79051
10084,1763689459201225705,1763689459201145645,-80060
10085,1763689459202285503,1763689459202205453,-80050
10086,1763689459203346264,1763689459203267650,-78614
10087,1763689459204405896,1763689459204325698,-80198
10088,1763689459205465638,1763689459205386006,-79632
10089,1763689459206526381,1763689459206446703,-79678
10090,1763689459207586068,1763689459207506992,-79076
10091,1763689459208645737,1763689459208565707,-80030
10092,1763689459209705461,1763689459209625700,-79761
10093,1763689459210766185,1763689459210687730,-78455
10094,1763689459211826113,1763689459211747223,-78890
10095,1763689459212885781,1763689459212805883,-79898
10096,1763689459213945394,1763689459213865783,-79611
10097,1763689459215006137,1763689459214926387,-79750
10098,1763689459216065935,1763689459215987213,-78722
